SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
535693,BRAHM INFRA ,X ,Q,29.90,29.90,29.90,29.90,29.90,28.30,2,20,598.00,
535694,EDSL        ,XT,Q,2.33,2.33,2.33,2.33,2.33,2.45,4,443,1032.00,
535754,ORIENT CEM  ,B ,Q,141.00,141.40,136.00,140.20,138.15,141.80,208,12183,1707205.00,
535755,ABFRL       ,A ,Q,142.05,151.95,140.00,150.55,149.90,143.90,1430,77006,11365584.00,
535789,IBUL HSG FIN,A ,Q,1246.10,1265.00,1225.00,1237.10,1237.10,1245.00,1595,63008,78812252.00,
536128,VKJINFRA    ,X ,Q,1.57,1.57,1.44,1.52,1.52,1.51,386,652462,965720.00,
536170,KUSHAL      ,T ,Q,111.35,123.00,111.35,112.90,113.05,117.20,2668,963493,109149628.00,
536264,TIGER LOGS  ,X ,Q,187.20,187.20,179.10,180.15,181.00,186.35,124,9049,1633284.00,
536493,JKAGRI GEN  ,X ,Q,1135.00,1147.40,1096.00,1108.65,1100.00,1131.90,49,377,421418.00,
536507,FUTLIF FAS  ,A ,Q,412.20,417.00,399.00,407.50,416.70,415.40,226,6478,2630409.00,
536659,PVVINFRA    ,XT,Q,20.00,21.00,19.00,19.90,19.90,20.00,52,22548,440391.00,
536738,STELLAR CAP ,M ,Q,4.37,4.37,4.37,4.37,4.37,4.53,1,6000,26220.00,
536773,JIN POLY INV,B ,Q,57.70,57.70,56.05,57.10,57.10,59.45,5,1607,91700.00,
536799,SRS FINANCE ,ST,Q,0.75,0.75,0.75,0.75,0.75,0.78,7,6400,4800.00,
536974,CAPTAIN POLY,X ,Q,159.95,159.95,145.00,150.00,150.00,152.40,38,4762,712554.00,
537007,NIFTYIWIN   ,B ,Q,104.00,104.64,104.00,104.07,104.10,104.73,16,535,55770.00,
537008,NIF100IWIN  ,B ,Q,110.74,110.74,110.74,110.74,110.74,110.94,3,40,4429.00,
537069,ARNOLD HOLD ,X ,Q,7.50,8.00,7.15,7.51,7.40,6.67,58,86791,667508.00,
537092,MODEX INT   ,XT,Q,41.50,41.50,38.00,38.00,38.00,40.00,3,50050,2076900.00,
537119,TENTIMETAL  ,M ,Q,2.73,3.68,2.73,3.68,3.68,3.41,2,20000,64100.00,
537253,SUNIL HEALTH,X ,Q,70.00,70.00,68.10,68.10,68.10,68.45,6,745,50876.00,
537254,RCI IND     ,B ,Q,143.00,145.00,138.00,139.30,139.30,144.30,478,55998,7914755.00,
537259,SUYOG TELE  ,B ,Q,363.05,363.05,361.00,361.00,361.00,363.05,3,5,1807.00,
537291,NATH BIOGEN ,B ,Q,413.60,423.45,410.00,411.70,410.00,411.25,167,5088,2109473.00,
537292,AGRI TECH   ,B ,Q,119.00,120.00,118.05,119.80,119.50,119.00,65,3691,441051.00,
537326,CHEMTECH IND,B ,Q,15.25,15.25,15.25,15.25,15.25,15.00,3,974,14853.00,
537483,RELCNX100   ,B ,Q,108.06,108.06,108.06,108.06,108.06,108.22,1,1,108.00,
537524,VIAANINDUS  ,X ,Q,30.60,30.85,29.50,30.15,30.10,30.45,371,241747,7332104.00,
537536,DENIS CHEM  ,X ,Q,80.25,80.25,77.00,77.30,77.30,80.30,34,2333,183575.00,
537582,UNISHIRE    ,M ,Q,9.15,9.17,9.15,9.17,9.17,9.14,2,20000,183200.00,
537708,KOTAKNIFTY  ,B ,Q,102.50,103.10,102.10,103.10,103.10,104.00,14,942,96523.00,
537750,KIRAN VYPAR ,X ,Q,145.00,145.00,140.05,143.05,140.05,144.20,49,2975,426710.00,
537766,BCP LTD     ,B ,Q,164.45,166.50,158.00,159.15,158.00,165.05,210,43909,7191333.00,
537800,MANGALAM IND,X ,Q,1.16,1.21,1.16,1.21,1.21,1.16,2,455,530.00,
537820,VFL         ,T ,Q,4.57,5.05,4.57,5.02,5.05,4.81,79,73486,340625.00,
537839,PHOENIX TN  ,X ,Q,14.55,14.55,14.50,14.50,14.50,14.60,3,2500,36300.00,
537840,RAUNAQEPC   ,X ,Q,121.05,128.70,120.20,127.00,128.70,123.30,8,160,19670.00,
537954,SKP         ,T ,Q,13.64,13.64,13.64,13.64,13.64,13.64,4,5,68.00,
538019,OBI LTD     ,T ,Q,147.25,155.50,145.10,151.95,148.00,148.75,65,5368,790996.00,
538057,CPSE ETF    ,B ,Q,27.44,28.00,27.44,27.90,27.84,27.75,107,58966,1636256.00,
538081,HARIA APL   ,X ,Q,3.20,3.38,3.20,3.38,3.38,3.35,4,1378,4635.00,
538092,JOONKTOLLEE ,X ,Q,154.85,155.10,154.85,155.10,155.10,163.00,2,55,8518.00,
538128,WOMENS NEXT ,M ,Q,63.00,63.00,63.00,63.00,63.00,63.70,1,2000,126000.00,
538180,GOLD LINE   ,X ,Q,10.08,10.08,10.08,10.08,10.08,10.08,19,250000,2520000.00,
538268,WONDERLA    ,B ,Q,340.50,341.00,338.05,340.85,341.00,336.85,38,481,163749.00,
538273,RESPONS INF ,X ,Q,5.45,5.45,5.40,5.40,5.40,5.45,34,415817,2246161.00,
538351,AFEL        ,XT,Q,3.80,3.80,3.80,3.80,3.80,4.00,2,51,193.00,
538365,ADHUNIKIND  ,B ,Q,80.95,80.95,73.75,76.60,73.75,77.60,28,4091,317664.00,
538401,MAESTROS ELE,XT,Q,26.45,28.90,26.45,28.90,28.90,27.80,2,2,55.00,
538402,SPS         ,M ,Q,175.00,175.00,175.00,175.00,175.00,175.00,2,16800,2940000.00,
538423,ALPS MOTOR  ,SS,Q,12.50,12.50,12.50,12.50,12.50,12.75,12,666,8325.00,
538433,CLASSIC     ,XT,Q,0.59,0.64,0.59,0.63,0.64,0.62,21,22811,14180.00,
538464,TPROJECT    ,XT,Q,37.00,37.00,35.35,35.35,35.50,35.75,12,2854,100987.00,
538476,CTL         ,X ,Q,4.12,4.41,4.12,4.38,4.41,4.23,57,43469,185182.00,
538521,CROWNTOURS  ,XT,Q,12.65,12.65,12.65,12.65,12.65,12.05,3,3050,38582.00,
538539,JTAPARIA    ,X ,Q,9.10,9.24,9.05,9.23,9.23,8.80,78,33108,305097.00,
538547,OASIS       ,B ,Q,67.20,67.20,67.20,67.20,67.20,70.70,25,16049,1078492.00,
538557,SAIBABA     ,X ,Q,13.63,13.63,13.63,13.63,13.63,13.63,4,127,1731.00,
538562,SKIPPER     ,B ,Q,211.45,216.50,210.00,215.00,213.00,218.30,112,7241,1550790.00,
538564,JAMESWARREN ,X ,Q,136.00,136.00,131.00,131.00,131.00,131.00,5,2202,288722.00,
538566,BESTSTEEL   ,X ,Q,127.15,132.00,127.15,130.90,130.20,128.85,111,24129,3153215.00,
538567,GULFOIL LUB ,B ,Q,889.85,917.75,889.85,908.95,910.00,920.90,42,180,163210.00,
538568,FRUTION     ,XT,Q,11.73,11.73,11.73,11.73,11.73,12.34,1,800,9384.00,
538570,ACHAL       ,XT,Q,1.32,1.44,1.32,1.42,1.42,1.38,14,6445,9058.00,
538595,GLOSTER     ,X ,Q,665.00,675.00,651.55,670.00,675.00,668.95,74,1765,1168491.00,
538596,QUANTBUILD  ,X ,Q,1.06,1.06,1.06,1.06,1.06,1.01,3,1051,1114.00,
538597,TTIENT      ,XT,Q,1.15,1.15,1.15,1.15,1.15,1.15,2,5966,6860.00,
538598,VISHAL      ,B ,Q,640.10,640.10,638.00,638.00,638.00,640.00,5,680,434580.00,
538607,TOYAMIND    ,XT,Q,3.04,3.21,2.91,2.97,3.05,3.06,104,115467,342603.00,
538608, DWITIYA    ,XT,Q,102.30,102.30,102.30,102.30,102.30,102.30,13,7500,767250.00,
538635,SNOWMAN     ,B ,Q,45.10,46.10,44.25,44.65,44.65,45.35,489,134639,6084943.00,
538647,PURSHOTTAM  ,SS,Q,31.80,31.80,31.80,31.80,31.80,33.45,1,10,318.00,
538653,EML         ,SS,Q,38.25,38.25,38.25,38.25,38.25,38.25,8,437,16715.00,
538666,SHARDACROP  ,A ,Q,377.15,403.00,374.00,383.15,383.15,376.65,300,6267,2461131.00,
538668,NAYSAA      ,M ,Q,30.95,30.95,26.55,29.20,29.80,29.45,10,60000,1765200.00,
538683,RELSENSEX   ,B ,Q,345.00,345.00,342.82,342.82,342.82,348.23,2,2,687.00,
538685,SHEMAROO    ,B ,Q,512.05,518.50,505.00,515.60,512.00,515.45,246,2607,1327823.00,
538706,ULTRACAB    ,B ,Q,79.75,90.00,77.05,88.80,90.00,82.95,61,6442,521694.00,
538707,RCCL        ,X ,Q,37.00,37.00,33.55,37.00,37.00,39.85,6,200,7177.00,
538708,ETIL        ,X ,Q,10.14,10.14,10.14,10.14,10.14,10.14,3,1500,15210.00,
538713,ATISHAY     ,B ,Q,82.20,86.25,82.15,86.25,86.25,82.15,8,228,19037.00,
538714,SUCHITRA    ,X ,Q,62.25,62.25,62.25,62.25,62.25,62.25,1,1,62.00,
538715,DHABRIYA    ,T ,Q,126.50,132.50,122.00,122.00,122.00,126.30,15,3509,436826.00,
538716,ARYACAPM    ,M ,Q,27.00,27.00,25.25,25.25,25.25,28.00,2,15000,387500.00,
538730,PDSMFL      ,B ,Q,294.00,294.00,284.00,286.00,286.00,293.10,31,4639,1343530.00,
538732,VGCL        ,B ,Q,56.00,56.00,50.00,53.00,53.00,62.35,17,4402,226240.00,
538733,STARLIT     ,B ,Q,18.90,18.90,16.85,18.90,18.90,18.70,9,1479,27748.00,
538734,CEINSYSTECH ,B ,Q,160.00,220.00,160.00,172.00,172.00,185.00,14,10147,1927986.00,
538742,PANACHE     ,X ,Q,38.05,38.05,38.05,38.05,38.05,36.30,3,1005,38240.00,
538770,CRANE INFRA ,X ,Q,6.40,6.40,5.80,5.80,5.80,6.10,2,600,3780.00,
538771,PINCON      ,B ,Q,21.00,21.90,20.10,20.65,20.55,20.90,367,111180,2355405.00,
538772,NIYOGIN     ,B ,Q,92.75,92.75,92.75,92.75,92.75,94.60,3,325,30143.00,
538787,GBFL        ,X ,Q,55.55,55.55,55.55,55.55,55.55,55.55,2,101,5610.00,
538788,GILADAFINS  ,X ,Q,35.00,35.00,30.25,32.75,33.00,32.00,18,365,11909.00,
538812,AANCHALISP  ,B ,Q,16.25,17.50,16.20,16.30,16.30,17.00,35,8124,134711.00,
538817,CAPPIPES    ,M ,Q,39.00,39.00,36.00,38.85,38.85,41.85,5,7500,287775.00,
538834,MEL         ,X ,Q,10.25,10.39,9.90,10.05,10.05,10.10,39,12677,130015.00,
538835,INTELLECT   ,A ,Q,166.65,166.65,161.40,164.85,164.85,165.30,711,78467,12851712.00,
538836,MONTECARLO  ,B ,Q,481.45,484.10,462.00,467.65,462.00,482.40,182,5985,2824723.00,
538837,JSTL        ,X ,Q,38.50,41.90,38.00,41.70,41.70,40.00,20,3751,152059.00,
538858,CAMSONBIO   ,X ,Q,15.75,16.40,15.10,15.20,15.20,15.75,28,4115,62676.00,
538860,PANAFIC     ,X ,Q,0.50,0.50,0.50,0.50,0.50,0.50,2,211,105.00,
538861,AMSONS      ,T ,Q,2.21,2.27,2.21,2.27,2.27,2.21,8,3800,8404.00,
538890,MKEXIM      ,X ,Q,8.01,8.01,8.01,8.01,8.01,7.63,1,50,400.00,
538891,SIPROJECTS  ,X ,Q,250.80,254.50,249.00,251.40,251.20,251.35,425,13444,3370027.00,
538896,KANCHI      ,XT,Q,198.00,208.95,197.30,200.80,200.80,207.65,100,7269,1453553.00,
538902,DHUN TEAIND ,B ,Q,279.00,279.00,274.50,275.10,275.10,280.65,15,940,258715.00,
538922,COSYN       ,X ,Q,72.00,73.00,71.00,72.15,71.40,72.85,84,8824,633671.00,
538942,MERCANTILE  ,XT,Q,10.45,11.00,10.45,10.45,10.45,11.00,4,166,1740.00,
538952,ALFL        ,XT,Q,1.48,1.48,1.48,1.48,1.48,1.48,1,10,14.00,
538961,GENUSPAPER  ,B ,Q,12.11,13.13,12.11,12.15,12.11,12.62,69,38872,476088.00,
538962,MINDACORP   ,B ,Q,179.00,181.00,177.00,177.25,177.10,181.10,170,15810,2820076.00,
538963,PACT        ,ST,Q,3.71,3.87,3.71,3.87,3.87,3.71,8,4470,16853.00,
538965,CONCORD     ,X ,Q,23.00,25.95,23.00,25.50,25.50,24.95,4,757,17429.00,
538979,GRNLAM IND  ,B ,Q,1135.95,1215.00,1103.60,1142.95,1215.00,1052.10,28,227,261387.00,
538987,TALBROSENG  ,X ,Q,298.95,298.95,283.35,291.80,291.80,296.35,38,1830,532412.00,
539006,PTCIL       ,X ,Q,567.00,567.00,567.00,567.00,567.00,540.00,1,2,1134.00,
539007,PINCONLIFE  ,XT,Q,6.02,6.02,6.02,6.02,6.02,6.02,12,4564,27475.00,
539011,CHENFERRO   ,XT,Q,8.15,8.15,8.15,8.15,8.15,8.15,2,58,472.00,
539015,ORTEL       ,B ,Q,25.50,27.75,18.75,20.10,20.10,23.15,433,73059,1712225.00,
539017,ASHFL       ,B ,Q,97.95,107.50,82.00,93.85,93.90,94.00,143,6076,552736.00,
539018,BEEKAY      ,X ,Q,367.00,390.00,367.00,389.25,378.00,380.00,16,393,150463.00,
539031,SETFBSE100  ,B ,Q,110.25,110.25,110.25,110.25,110.25,110.25,4,26,2866.00,
539040,TTIL        ,X ,Q,4.51,4.73,4.51,4.51,4.51,5.01,22,8659,39480.00,
539041,SVPHOUSING  ,M ,Q,25.00,25.00,25.00,25.00,25.00,24.95,3,60000,1500000.00,
539042,AGIIL       ,B ,Q,160.00,170.00,151.00,170.00,170.00,164.20,4,1502,231339.00,
539043,BKMINDST    ,B ,Q,27.00,28.00,26.60,26.80,26.80,28.70,50,47021,1295862.00,
539044,MANAKSTELTD ,B ,Q,32.10,32.15,31.05,31.65,31.65,32.05,26,63556,2037457.00,
539045,MNKALCOLTD  ,B ,Q,9.37,9.37,8.55,8.62,8.55,9.00,13,2240,19472.00,
539046,MNKCMILTD   ,B ,Q,14.30,14.30,13.30,13.45,13.45,13.15,68,16464,226751.00,
539056,ADLABS      ,B ,Q,48.75,49.00,46.30,46.60,46.60,47.10,236,22509,1063326.00,
539083,INOXWIND    ,A ,Q,109.55,112.00,108.00,108.45,108.90,110.75,415,27650,3035666.00,
539097,YOGYA       ,M ,Q,13.75,13.75,13.75,13.75,13.75,14.50,1,8000,110000.00,
539099,ATHCON      ,M ,Q,16.45,16.45,16.35,16.35,16.35,17.20,13,125000,2044125.00,
539113,PML         ,X ,Q,5005.00,5100.00,4827.00,4961.40,4961.40,5000.00,42,85,421986.00,
539116,OPCHAINS    ,M ,Q,16.75,16.75,16.75,16.75,16.75,18.00,1,5000,83750.00,
539118,VRLLOG      ,B ,Q,389.20,391.00,381.50,384.35,384.35,394.35,117,13750,5297357.00,
539122,BODHTREE    ,X ,Q,74.80,74.80,71.20,73.00,73.60,73.55,89,6178,448726.00,
539125,LAYLA       ,XT,Q,1.90,1.90,1.89,1.89,1.89,1.89,11,1301,2463.00,
539126,MEP         ,B ,Q,77.90,78.45,75.30,76.50,76.50,77.30,953,188072,14359335.00,
539131,CLLIMITED   ,X ,Q,45.00,46.25,40.10,44.10,44.40,45.80,142,21868,946696.00,
539132,VEGETABLE   ,X ,Q,4.50,5.00,4.10,4.52,4.52,4.33,52,38633,178676.00,
539141,UFO         ,B ,Q,370.00,382.10,365.00,372.05,382.10,370.65,115,1899,699799.00,
539143,SBCL        ,X ,Q,64.15,66.25,64.15,65.40,65.40,65.45,25,7717,507252.00,
539148,SHIVALIK    ,XT,Q,718.00,718.00,683.05,683.05,683.05,719.00,118,6020,4178306.00,
539149,ICSL        ,XT,Q,4.60,4.60,4.60,4.60,4.60,4.65,1,400,1840.00,
539150,PNCINFRA    ,B ,Q,174.25,177.75,170.90,175.55,174.00,171.65,287,16529,2880940.00,
539151,ARFIN       ,X ,Q,451.30,466.00,451.30,466.00,466.00,466.15,13,178,81881.00,
539169,FUNNY       ,T ,Q,6.82,6.82,6.82,6.82,6.82,6.82,3,2401,16374.00,
539175,INDRAIND    ,X ,Q,35.20,35.20,35.00,35.00,35.00,35.55,3,1201,42235.00,
539177,AIIL        ,X ,Q,53.00,60.70,52.30,53.20,52.40,54.05,24,2389,128175.00,
539195,POEL        ,X ,Q,77.10,79.00,74.00,76.85,76.50,78.05,26,2797,214712.00,
539196,AEL         ,X ,Q,36.75,36.75,36.75,36.75,36.75,38.65,26,7387,271472.00,
539200,NOBPOL      ,XT,Q,0.40,0.40,0.40,0.40,0.40,0.42,7,5000,2000.00,
539207,MANPASAND   ,B ,Q,375.80,393.30,367.00,369.20,369.20,383.05,836,21408,8165891.00,
539216,JUNCTION    ,M ,Q,29.15,29.15,29.15,29.15,29.15,27.80,1,4000,116600.00,
539217,SRESTHA     ,X ,Q,12.75,13.31,12.40,13.17,13.17,12.69,52,30519,389447.00,
539219,MUL         ,X ,Q,176.50,179.00,171.00,177.00,177.00,177.05,20,2402,424682.00,
539220,MISHKA      ,B ,Q,29.00,29.00,29.00,29.00,29.00,29.00,3,40000,1160000.00,
539221,SPORTKING   ,XT,Q,55.35,55.35,55.35,55.35,55.35,52.75,1,1,55.00,
539223,AMBITION    ,M ,Q,39.00,39.00,38.80,38.90,38.90,38.40,3,21000,816300.00,
539224,HCKKVENTURE ,X ,Q,44.95,45.10,44.95,45.10,45.10,45.15,6,4524,203543.00,
539225,JIYAECO     ,B ,Q,110.80,118.00,107.00,108.95,108.95,111.05,176,32318,3566326.00,
539226,RUDRA       ,B ,Q,190.00,194.00,190.00,194.00,194.00,190.00,21,25800,4994150.00,
539227,LOYAL       ,M ,Q,52.55,52.55,52.55,52.55,52.55,51.00,1,3000,157650.00,
539228,GGPL        ,B ,Q,246.35,246.35,246.35,246.35,246.35,259.30,12,112,27591.00,
539229,MRSS        ,M ,Q,209.20,213.90,209.10,212.65,213.90,211.00,8,9600,2032140.00,
539251,BALKRISHNA  ,B ,Q,72.00,72.10,69.10,71.35,71.35,71.70,14,898,63809.00,
539252,SCFL        ,B ,Q,9.15,9.55,8.73,8.83,8.80,9.17,36,19300,171012.00,
539254,ADANITRANS  ,A ,Q,190.00,197.00,184.95,191.25,191.25,191.15,820,51424,9807131.00,
539255,STARDELTA   ,X ,Q,133.90,133.90,116.25,125.60,125.60,127.70,6,117,13788.00,
539268,SYNGENE     ,A ,Q,599.00,599.00,581.55,588.80,591.00,596.25,547,8672,5125746.00,
539273,PECOS       ,M ,Q,67.00,67.00,67.00,67.00,67.00,70.00,1,1000,67000.00,
539274,BLFL        ,X ,Q,10.60,10.90,9.90,10.73,10.80,10.42,35,80764,859373.00,
539275,MSL         ,M ,Q,105.00,105.00,105.00,105.00,105.00,105.00,1,1500,157500.00,
539276,KAYA        ,B ,Q,1002.50,1047.95,1002.50,1044.35,1044.35,1011.65,214,4273,4397363.00,
539278,SYMBIOX     ,ST,Q,0.96,0.96,0.96,0.96,0.96,0.96,6,3136,3010.00,
539287,ORTINLAABS  ,B ,Q,17.45,18.00,17.15,17.95,18.00,17.15,54,15100,267909.00,
539289,MJCO        ,B ,Q,494.15,504.90,489.20,490.85,489.55,494.15,261,5376,2675791.00,
539290,BINDALAGRO  ,B ,Q,25.20,26.35,25.20,25.70,25.65,25.75,71,9752,251997.00,
539291,OZONEWORLD  ,X ,Q,31.00,31.00,31.00,31.00,31.00,31.00,1,1,31.00,
539300,AKSPINTEX   ,X ,Q,37.80,37.80,37.80,37.80,37.80,37.80,1,1,37.00,
539301,ARVSMART    ,B ,Q,179.95,185.80,179.95,183.25,185.50,185.30,75,3002,551058.00,
539302,POWERMECH   ,B ,Q,876.00,891.00,822.95,846.10,849.00,877.95,70,972,834149.00,
539304,CANOPYFIN   ,X ,Q,13.12,13.12,13.12,13.12,13.12,12.50,1,5,65.00,
539309,RAMASTEEL   ,T ,Q,178.75,178.90,170.00,176.50,177.75,174.65,64,4681,817080.00,
539311,NFIL        ,XT,Q,14.50,14.50,14.50,14.50,14.50,14.35,16,1655,23997.00,
539331,VETO        ,B ,Q,188.25,188.55,180.10,182.05,182.05,190.50,176,10779,1983939.00,
539332,NAVKARCORP  ,A ,Q,150.00,152.45,149.00,151.45,152.35,151.05,253,24865,3742618.00,
539333,PENPEBS     ,B ,Q,81.45,81.45,78.50,79.65,79.40,79.60,46,10979,869836.00,
539334,SHREEPUSHK  ,B ,Q,206.00,206.00,201.00,202.85,202.85,204.75,347,27255,5556996.00,
539336,GUJGAS      ,A ,Q,835.85,854.50,825.10,830.20,831.30,836.25,305,14443994,12078804200.00,
539346,SADBHIN     ,B ,Q,129.35,135.75,128.80,131.70,131.70,130.05,288,20496,2703333.00,
539351,PRABHAT     ,B ,Q,150.00,151.30,148.10,149.85,151.30,152.00,128,5267,788288.00,
539353,SWARAJAUTO  ,X ,Q,125.90,125.90,125.90,125.90,125.90,125.90,1,1,125.00,
539354,POLYSPIN    ,X ,Q,122.90,122.90,114.45,114.50,114.45,118.65,6,556,63668.00,
539359,PRITIKAUTO  ,XT,Q,185.50,187.00,185.00,186.95,187.00,185.05,21,6388,1186126.00,
539363,SKC         ,M ,Q,131.50,134.50,110.55,124.90,124.90,127.70,21,43000,5188850.00,
539391,ACME        ,X ,Q,20.90,22.75,20.65,21.90,20.65,21.70,23,6061,128181.00,
539399,BELLACASA   ,B ,Q,190.00,199.85,182.00,182.25,182.00,199.95,17,2004,377626.00,
539400,MALLCOM     ,X ,Q,290.50,300.00,290.50,296.70,300.00,296.65,6,312,91740.00,
539401,PJL         ,M ,Q,84.00,84.25,84.00,84.25,84.25,84.30,7,13500,1134975.00,
539402,VAL         ,M ,Q,17.00,17.00,17.00,17.00,17.00,17.50,16,136000,2312000.00,
539403,ARAMBHAN    ,M ,Q,35.35,35.35,35.35,35.35,35.35,37.20,4,20000,707000.00,
539404,SATIN       ,B ,Q,388.70,400.00,381.40,399.35,400.00,390.85,48,550,216548.00,
539407,GENCON      ,X ,Q,235.00,235.15,229.50,234.30,235.00,233.50,89,17398,4033519.00,
539408,KUBERJI     ,XT,Q,4.25,4.38,3.99,4.38,4.38,4.20,18,10625,43810.00,
539410,SIENERGY    ,XT,Q,9.40,9.40,9.00,9.40,9.40,9.40,11,2290,21522.00,
539428,TEJNAKSH    ,M ,Q,425.00,425.00,425.00,425.00,425.00,424.50,2,800,340000.00,
539436,COFFEEDAY   ,B ,Q,300.00,305.90,298.70,303.50,303.70,303.30,168,4518,1363588.00,
539437,IDFCBANK    ,A ,Q,48.25,49.40,47.20,47.35,47.35,48.75,2900,935380,45134803.00,
539447,BEARDSELL   ,B ,Q,53.45,53.45,46.20,47.00,47.00,48.00,25,1026550,47698744.00,
539448,INDIGO      ,A ,Q,1292.00,1312.00,1272.10,1286.50,1286.50,1296.65,2055,29282,37876468.00,
539450,SHK         ,B ,Q,257.35,271.05,257.10,258.45,258.00,256.60,518,29808,7782941.00,
539455,DASL        ,XT,Q,25.45,25.50,25.35,25.35,25.35,25.50,3,27,687.00,
539470,SHREEGANES  ,X ,Q,395.00,400.00,376.10,395.85,400.00,395.85,8,70,27270.00,
539515,GMLM        ,XT,Q,20.00,20.00,20.00,20.00,20.00,21.05,1,1000,20000.00,
539516,HDFCNIFETF  ,B ,Q,1050.00,1060.00,1050.00,1060.00,1060.00,1029.00,2,2,2110.00,
539518,UDAYJEW     ,X ,Q,40.30,41.05,38.50,40.85,41.05,40.30,51,50350,1941558.00,
539520,SHAILJA     ,XT,Q,12.02,12.03,12.02,12.02,12.03,12.10,31,8000,96190.00,
539523,ALKEM       ,A ,Q,2075.65,2095.00,1856.60,1977.00,1977.00,2092.30,4435,113606,226300476.00,
539524,LALPATHLAB  ,A ,Q,878.35,898.85,849.10,874.75,874.75,865.75,204,2012,1765081.00,
539526,SCTL        ,M ,Q,37.50,37.50,37.00,37.00,37.00,43.00,2,4000,149000.00,
539527,CREATIVE    ,X ,Q,196.90,196.90,196.90,196.90,196.90,196.90,2,2500,492250.00,
539528,AAYUSH      ,X ,Q,53.55,55.00,53.30,53.40,55.00,56.00,3,151,8062.00,
539542,LUXIND      ,B ,Q,1713.50,1730.00,1700.00,1700.20,1700.00,1713.00,78,2503,4300301.00,
539544,ABHIINFRA   ,XT,Q,2.80,2.80,2.70,2.73,2.70,2.83,7,2269,6333.00,
539551,NH          ,B ,Q,283.50,284.55,278.00,278.65,281.00,282.50,108,2325,653671.00,
539570,OFSTECH     ,M ,Q,15.30,15.30,14.40,14.55,14.55,15.80,3,18000,265500.00,
539593,SHIVA       ,X ,Q,1.20,1.20,1.20,1.20,1.20,1.24,1,3500,4200.00,
539595,NATECO      ,X ,Q,90.05,90.05,89.40,89.65,89.55,90.00,342,79720,7149676.00,
539597,JSLHISAR    ,B ,Q,156.80,161.70,155.75,157.40,157.40,157.85,1261,115652,18398696.00,
539620,AINFRA      ,XT,Q,110.00,111.30,110.00,111.30,111.30,106.00,7,42,4673.00,
539636,PRECAM      ,B ,Q,97.30,103.00,97.30,102.20,102.20,100.60,111,4505,456360.00,
539658,TEAMLEASE   ,B ,Q,2199.00,2234.55,2094.00,2217.15,2217.15,2180.65,296,3358,7259648.00,
539659,VIDLI       ,M ,Q,82.55,82.90,76.20,80.35,80.35,86.80,8,12000,961550.00,
539660,SAHYOGMULT  ,XT,Q,2.63,2.63,2.63,2.63,2.63,2.76,1,90,236.00,
539661,ACEMEN      ,XT,Q,21.50,21.50,21.50,21.50,21.50,21.50,1,1,21.00,
539678,QUICKHEAL   ,B ,Q,275.00,276.40,262.00,265.60,265.60,278.10,1074,66324,17756793.00,
539679,KAPILRAJ    ,X ,Q,19.95,19.95,19.95,19.95,19.95,20.35,6,72,1436.00,
539682,SESL        ,MT,Q,11.51,11.51,11.51,11.51,11.51,10.97,1,10000,115100.00,
539686,KPEL        ,M ,Q,185.00,205.00,185.00,205.00,205.00,212.00,2,1250,243750.00,
539693,ALORA       ,X ,Q,4.75,4.75,4.75,4.75,4.75,4.75,2,200,950.00,
539724,HYPERSOFT   ,X ,Q,7.85,7.85,7.26,7.26,7.26,7.59,9,444,3243.00,
539725,GOKULAGRO   ,B ,Q,19.00,19.05,18.55,18.75,18.75,19.10,44,28446,538128.00,
539742,SIMBHALS    ,B ,Q,14.91,15.00,14.90,14.95,14.99,14.49,8,1546,23078.00,
539760,RELICAB     ,M ,Q,35.00,40.00,35.00,40.00,40.00,35.00,4,24000,856800.00,
539767,MNIL        ,XT,Q,36.10,36.10,36.10,36.10,36.10,38.00,1,1,36.00,
539773,ADVIKCA     ,X ,Q,4.50,4.50,4.25,4.39,4.39,4.34,71,62235,269555.00,
539785,PDMJEPAPER  ,B ,Q,24.10,24.50,23.40,23.60,23.50,24.70,96,20167,483023.00,
539787,HCG         ,B ,Q,286.20,292.90,286.20,292.90,292.90,287.45,13,198,57416.00,
539788,KDML        ,M ,Q,165.00,165.00,165.00,165.00,165.00,150.00,1,1200,198000.00,
539798,UMIYA       ,M ,Q,120.00,120.00,117.00,118.00,118.00,127.95,6,7500,889375.00,
539799,BHARATWIRE  ,B ,Q,115.00,115.00,110.05,111.50,111.50,116.00,161,16527,1859037.00,
539807,INFIBEAM    ,A ,Q,152.50,152.50,144.10,147.05,147.05,152.20,1896,1530097,226159802.00,
539837,RPEL        ,M ,Q,108.50,108.50,108.50,108.50,108.50,108.50,1,1000,108500.00,
539839,FRANKLIN    ,M ,Q,22.10,22.10,20.15,20.15,20.15,21.10,8,64000,1322400.00,
539841,LANCER      ,M ,Q,82.50,82.50,82.50,82.50,82.50,80.50,2,8000,660000.00,
539842,SYSCO       ,M ,Q,39.00,39.00,39.00,39.00,39.00,39.10,1,2500,97500.00,
539844,EQUITAS     ,A ,Q,144.70,146.30,142.20,143.70,143.70,146.00,981,89931,12984026.00,
